year,ticker,date,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncome,netIncomeRatio,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,netIncome_cf,depreciationAndAmortization_cf,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory_cf,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow
2021,FDX,2021/05/31,FY,83959000000,66005000000,17954000000,0,11343000000,428000000,11771000000,11981000000,11981000000,77986000000,52000000,793000000,3793000000,11749000000,5857000000,817000000,6674000000,1443000000,5231000000,0.06230422,7087000000,0,7087000000,12069000000,587000000,837000000,20580000000,51135000000,6992000000,352000000,6992000000,-1418000000,1418000000,4070000000,62197000000,0,82777000000,3841000000,4658000000,637000000,0,4524000000,13660000000,34108000000,5931000000,3927000000,6914000000,44949000000,0,16108000000,58609000000,0,32000000,29817000000,-732000000,-4949000000,24168000000,24168000000,82777000000,0,82777000000,-1418000000,36462000000,29375000000,5231000000,3793000000,2887000000,200000000,-1872000000,-1389000000,1389000000,71000000,-1943000000,-104000000,10135000000,-5884000000,-228000000,0,0,102000000,-6010000000,-2106000000,740000000,0,-686000000,-38000000,-2090000000,171000000,2206000000,7087000000,4881000000,10135000000,-5884000000,4251000000
2020,FDX,2020/05/31,FY,69217000000,55873000000,13344000000,0,10065000000,427000000,10492000000,10492000000,10492000000,66365000000,55000000,672000000,3615000000,6345000000,3287000000,-748000000,1669000000,383000000,1286000000,0.018579251,4881000000,0,4881000000,10102000000,572000000,828000000,16383000000,47525000000,6372000000,322000000,6372000000,-1347000000,1347000000,3257000000,57154000000,0,73537000000,3269000000,3948000000,417000000,0,2710000000,10344000000,34147000000,7123000000,3162000000,7589000000,44898000000,0,14603000000,55242000000,0,32000000,25216000000,-1147000000,-5806000000,18295000000,18295000000,73537000000,0,73537000000,-1347000000,36121000000,31240000000,1286000000,3615000000,1061000000,168000000,-4092000000,-1331000000,1331000000,-1787000000,-2305000000,3059000000,5097000000,-5868000000,22000000,0,0,22000000,-5846000000,4008000000,64000000,-3000000,-679000000,-9000000,3381000000,-70000000,2562000000,4881000000,2319000000,5097000000,-5868000000,-771000000
2024,ABBV,2024/12/31,FY,56334000000,16904000000,39430000000,8315000000,0,0,14752000000,2750000000,22878000000,47197000000,648000000,2808000000,8386000000,14910000000,16625000000,-5421000000,3716000000,-570000000,4278000000,0.07593993,5524000000,31000000,5555000000,10919000000,4181000000,4927000000,25582000000,5134000000,34956000000,60068000000,95024000000,279000000,0,9142000000,1.09579E+11,0,1.35161E+11,2945000000,6804000000,0,0,28050000000,38749000000,60340000000,0,2579000000,30129000000,93048000000,0,0,1.31797E+11,0,18000000,-7900000000,-1925000000,13132000000,3325000000,3364000000,1.35161E+11,39000000,1.35161E+11,310000000,67144000000,61620000000,4286000000,8386000000,-1449000000,911000000,-2782000000,207000000,-319000000,177000000,0,9454000000,18806000000,-974000000,-17493000000,-73000000,555000000,-2835000000,-20820000000,7350000000,0,-1708000000,-11025000000,57000000,-5211000000,-65000000,-7290000000,5524000000,12814000000,18806000000,-974000000,17832000000
2023,ABBV,2023/12/31,FY,54318000000,20415000000,33903000000,8453000000,10704000000,2200000000,12872000000,0,21146000000,41561000000,540000000,2224000000,8698000000,17308000000,12757000000,-6507000000,6250000000,1377000000,4863000000,0.089528333,12814000000,2000000,12816000000,11155000000,4099000000,4932000000,33002000000,4989000000,32293000000,55610000000,87903000000,304000000,0,8513000000,1.01709E+11,0,1.34711E+11,3688000000,7191000000,0,0,26962000000,37841000000,52956000000,0,0,33517000000,86473000000,0,762000000,1.24314E+11,0,18000000,-1000000000,-2305000000,13647000000,10360000000,10397000000,1.34711E+11,37000000,1.34711E+11,306000000,59385000000,46571000000,4820000000,8698000000,-2889000000,747000000,2813000000,66000000,-417000000,3840000000,-676000000,8597000000,22839000000,-777000000,-1223000000,-77000000,55000000,13000000,-2009000000,-4149000000,0,-1972000000,-10539000000,-562000000,-17222000000,5000000,3613000000,12814000000,9201000000,22839000000,-777000000,22062000000
2022,ABBV,2022/12/31,FY,58054000000,17414000000,40640000000,6510000000,13260000000,2000000000,15260000000,56000000,21826000000,39937000000,186000000,2230000000,8467000000,31424000000,18117000000,-4640000000,13477000000,1632000000,11836000000,0.203879147,9201000000,28000000,9229000000,11254000000,3579000000,4401000000,28463000000,4935000000,32156000000,67439000000,99595000000,241000000,0,5571000000,1.10342E+11,0,1.38805E+11,2934000000,4136000000,0,0,22468000000,29538000000,59906000000,0,2190000000,32074000000,91980000000,0,771000000,1.21518E+11,0,18000000,4784000000,-2199000000,14651000000,17254000000,17287000000,1.38805E+11,33000000,1.38805E+11,269000000,63271000000,54070000000,11845000000,8467000000,-1931000000,671000000,-258000000,-1455000000,-686000000,1605000000,278000000,6149000000,24943000000,-695000000,-794000000,-1438000000,1530000000,774000000,-623000000,-12433000000,0,-1487000000,-10043000000,-840000000,-24803000000,-62000000,-545000000,9201000000,9746000000,24943000000,-695000000,24248000000
2021,ABBV,2021/12/31,FY,56197000000,17446000000,38751000000,7084000000,10249000000,2100000000,12349000000,432000000,19865000000,38273000000,39000000,2423000000,8521000000,28280000000,17924000000,-4935000000,12989000000,1440000000,11542000000,0.205384629,9746000000,84000000,9830000000,9977000000,3128000000,4993000000,27928000000,5110000000,32379000000,75951000000,1.0833E+11,277000000,0,4884000000,1.18601E+11,0,1.46529E+11,2882000000,12495000000,0,0,19817000000,35194000000,64927000000,0,3009000000,30972000000,95899000000,0,738000000,1.31093E+11,0,18000000,3127000000,-2899000000,15162000000,15408000000,15436000000,1.46529E+11,28000000,1.46529E+11,361000000,76684000000,66938000000,11549000000,8521000000,-898000000,692000000,-1231000000,-1321000000,-142000000,1628000000,-1487000000,4235000000,22777000000,-787000000,-1902000000,-119000000,98000000,366000000,-2344000000,-8414000000,0,-934000000,-9261000000,-430000000,-19039000000,-97000000,1297000000,9746000000,8449000000,22777000000,-787000000,21990000000
2020,ABBV,2020/12/31,FY,45804000000,15387000000,30417000000,6557000000,9499000000,1800000000,11299000000,-5614000000,17856000000,34441000000,174000000,2454000000,6471000000,21148000000,11363000000,-7965000000,3398000000,1224000000,4616000000,0.100777225,8449000000,30000000,8479000000,8822000000,3310000000,3562000000,24173000000,5248000000,33124000000,82876000000,1.16E+11,293000000,0,4851000000,1.26392E+11,0,1.50565E+11,2276000000,8502000000,0,0,17883000000,28661000000,78407000000,0,3646000000,30400000000,1.08807E+11,0,853000000,1.37468E+11,0,18000000,1055000000,-3117000000,15120000000,13076000000,13097000000,1.50565E+11,21000000,1.50565E+11,323000000,86056000000,77607000000,4622000000,6471000000,-2325000000,753000000,106000000,-929000000,-40000000,1514000000,-439000000,7961000000,17588000000,-798000000,-39610000000,-61000000,1525000000,1387000000,-37557000000,-2683000000,0,-978000000,-7716000000,-124000000,-11501000000,-5000000,-31475000000,8449000000,39924000000,17588000000,-798000000,16790000000
2024,ETSY,2024/12/31,FY,2808332000,774554000,2033778000,443056000,353949000,856565000,1210514000,0,1653570000,2428124000,30982000,13806000,108074000,532655000,380208000,30567000,410775000,107494000,303281000,0.107993286,811178000,228322000,1039500000,198260000,0,89931000,1327691000,236706000,137089000,413898000,550987000,111725000,145630000,45043000,1090091000,0,2417782000,215537000,6148000,150557000,19213000,273658000,665113000,2381565000,0,7957000,122013000,2511535000,0,99630000,3176648000,0,109000,-1784037000,-297747000,1322809000,-758866000,-758866000,2417782000,0,2417782000,340047000,2387713000,1576535000,303281000,108074000,-14445000,282847000,79724000,72666000,0,-72604000,79662000,-7012000,752469000,-14208000,0,-330763000,321160000,-29290000,-53101000,-6091000,0,-723899000,0,-57178000,-787168000,-15345000,-103145000,811178000,914323000,752469000,-14208000,738261000
2023,ETSY,2023/12/31,FY,2748377000,828675000,1919702000,503632000,343242000,759196000,1102438000,68091000,1645511000,2468536000,35999000,14042000,91323000,398185000,279841000,12979000,292820000,-14748000,307568000,0.111908956,914323000,236118000,1150441000,290121000,0,129884000,1570446000,249794000,138377000,457140000,595517000,86676000,137776000,45191000,1114954000,0,2685400000,29920000,6079000,136907000,14635000,523240000,710781000,2383437000,0,13192000,121705000,2518334000,0,105699000,3229115000,0,119000,-1357390000,-267470000,1081026000,-543715000,-543715000,2685400000,0,2685400000,322794000,2389516000,1475193000,307568000,91323000,-50086000,284558000,-23704000,-45394000,-10677000,31910000,457000,95854000,705513000,-39908000,0,-342850000,309451000,0,-73307000,-6368000,0,-576968000,0,-73197000,-656533000,12031000,-12296000,914323000,926619000,705513000,-39908000,665605000
2022,ETSY,2022/12/31,FY,2566111000,744592000,1821519000,412398000,312260000,710399000,1022659000,1045022000,2480079000,3224671000,10956000,14168000,96702000,-551108000,-658560000,-3418000,-661978000,32310000,-694288000,-0.270560393,921278000,250413000,1171691000,261849000,0,80203000,1513743000,249744000,137724000,535406000,673130000,29137000,121506000,47701000,1121218000,0,2634961000,262718000,8964000,139725000,14008000,206340000,631755000,2385339000,0,44735000,120406000,2550480000,0,114663000,3182235000,0,125000,-1048267000,-314217000,815085000,-547274000,-547274000,2634961000,0,2634961000,279550000,2390070000,1468792000,-694288000,96702000,-55303000,230888000,40466000,-34626000,0,21102000,53990000,1065147000,683612000,-30743000,0,-270345000,277520000,-6456000,-30024000,-6351000,0,-425727000,0,-74406000,-506484000,-6022000,141082000,926619000,785537000,683612000,-30743000,652869000
2021,ETSY,2021/12/31,FY,2329114000,654512000,1674602000,271535000,282531000,654804000,937335000,5922000,1208870000,1863382000,2137000,9885000,74267000,555806000,465732000,5922000,471654000,-21853000,493507000,0.211886151,780196000,204416000,984612000,247472000,0,218834000,1341501000,275062000,1371064000,607170000,1978234000,85034000,95863000,56115000,2490308000,0,3831809000,248213000,6436000,146048000,12339000,202552000,615588000,2385701000,0,79484000,122417000,2587602000,0,116719000,3203190000,0,127000,71744000,-75014000,631762000,628619000,628619000,3831809000,0,3831809000,289450000,2388119000,1607923000,493507000,74267000,-88952000,139910000,23883000,-103197000,55867000,69772000,1441000,8936000,651551000,-28170000,-1699974000,-418518000,590630000,-1937000,-1557969000,947236000,0,-302774000,0,-191713000,452749000,-10234000,-463903000,785537000,1249440000,651551000,-28170000,623381000
2020,ETSY,2020/12/31,FY,1725625000,464745000,1260880000,180080000,156035000,500756000,656791000,-58300000,836871000,1301616000,7102000,42025000,58189000,465923000,424009000,-58300000,365709000,16463000,349246000,0.20238812,1244099000,425119000,1669218000,169411000,0,112304000,1894781000,112495000,140810000,187449000,328259000,39094000,115000,29745000,509708000,0,2404489000,187689000,13053000,109662000,11264000,137512000,454664000,1107278000,0,58481000,41642000,1207401000,0,53516000,1662065000,0,126000,-146819000,5951000,883166000,742424000,742424000,2404489000,0,2404489000,464213000,1115815000,-128284000,349246000,58189000,2202000,65114000,124197000,-112681000,128875000,104691000,3312000,80008000,678956000,-7110000,0,-499237000,495848000,-880000,-11379000,503621000,0,-268653000,0,-115686000,119282000,13947000,800806000,1249440000,448634000,678956000,-7110000,671846000
2024,MRNA,2024/12/31,FY,3236000000,1464000000,1772000000,4543000000,0,0,1174000000,0,5717000000,7181000000,425000000,24000000,189000000,-3394000000,-3945000000,338000000,-3607000000,-46000000,-3561000000,-1.100432633,1927000000,5098000000,7025000000,592000000,117000000,470000000,8099000000,2955000000,52000000,40000000,92000000,2508000000,81000000,407000000,6043000000,0,14142000000,405000000,0,3000000,153000000,1645000000,2206000000,0,0,0,1035000000,1035000000,0,0,3241000000,0,0,10045000000,-10000000,866000000,10901000000,10901000000,14142000000,0,14142000000,7606000000,747000000,-1180000000,-3561000000,189000000,0,429000000,-78000000,534000000,83000000,-69000000,-626000000,17000000,-3004000000,-1051000000,0,-6529000000,9529000000,0,1949000000,-10000000,66000000,0,0,0,56000000,0,-999000000,1929000000,2928000000,-3004000000,-1051000000,-4055000000
2023,MRNA,2023/12/31,FY,6848000000,4693000000,2155000000,4845000000,1345000000,204000000,1549000000,-94000000,6300000000,11087000000,421000000,38000000,621000000,-3283000000,-4239000000,297000000,-3942000000,772000000,-4714000000,-0.688376168,2907000000,5697000000,8604000000,892000000,202000000,643000000,10325000000,2658000000,52000000,44000000,96000000,4743000000,81000000,523000000,8101000000,0,18426000000,520000000,25000000,63000000,568000000,1839000000,3015000000,1218000000,83000000,0,256000000,1557000000,0,1243000000,4572000000,0,0,13606000000,-123000000,371000000,13854000000,13854000000,18426000000,0,18426000000,10440000000,1243000000,-1664000000,-4714000000,621000000,828000000,305000000,-139000000,493000000,747000000,13000000,-1392000000,-19000000,-3118000000,-707000000,-85000000,-3783000000,8781000000,0,4206000000,-270000000,46000000,-1153000000,0,0,-1377000000,0,-289000000,2928000000,3217000000,-3118000000,-707000000,-3825000000
2022,MRNA,2022/12/31,FY,19263000000,5416000000,13847000000,3295000000,1011000000,121000000,1132000000,-45000000,4427000000,9843000000,200000000,29000000,348000000,9768000000,9420000000,155000000,9575000000,1213000000,8362000000,0.434096454,3205000000,6697000000,9902000000,1385000000,949000000,1364000000,13431000000,2139000000,0,0,0,8360000000,982000000,946000000,12427000000,0,25858000000,487000000,244000000,48000000,2038000000,2154000000,4923000000,1004000000,673000000,0,135000000,1812000000,0,1200000000,6735000000,0,0,18320000000,-370000000,1173000000,19123000000,19123000000,25858000000,0,25858000000,15057000000,0,-3205000000,8362000000,348000000,-559000000,226000000,-3455000000,1790000000,492000000,240000000,-5977000000,59000000,4981000000,-400000000,0,-11435000000,6699000000,-40000000,-5176000000,-184000000,65000000,-3329000000,0,0,-3448000000,0,-3643000000,3217000000,6860000000,4981000000,-400000000,4581000000
2021,MRNA,2021/12/31,FY,17736000000,2617000000,15119000000,1991000000,0,0,567000000,-735000000,1823000000,4440000000,18000000,18000000,232000000,13528000000,13296000000,-11000000,13285000000,1083000000,12202000000,0.687979251,6848000000,3879000000,10727000000,3175000000,1441000000,607000000,16071000000,1383000000,0,0,0,6843000000,326000000,46000000,8598000000,0,24669000000,302000000,1087000000,876000000,6253000000,1486000000,9128000000,705000000,615000000,0,76000000,1396000000,0,916000000,10524000000,0,0,9958000000,-24000000,4211000000,14145000000,14145000000,24669000000,0,24669000000,10722000000,0,-6848000000,12202000000,232000000,-318000000,142000000,990000000,-1784000000,-1394000000,204000000,3964000000,1044000000,13620000000,-284000000,0,-12652000000,4443000000,-30000000,-8523000000,-140000000,124000000,-857000000,0,0,-873000000,0,4224000000,6860000000,2636000000,13620000000,-284000000,13336000000
2020,MRNA,2020/12/31,FY,274490000,7933000,266557000,1370339000,0,0,188267000,-528905000,1029701000,1037634000,24715000,9886000,31251000,-732000000,-763144000,18631000,-744513000,2551000,-747064000,-2.721643776,2624000000,1984000000,4608000000,1408000000,47000000,252000000,6298000000,387000000,0,0,0,639000000,0,13000000,1039000000,0,7337000000,18000000,30000000,0,3867000000,4341000000,4389000000,207000000,177000000,0,180000000,387000000,0,237000000,4776000000,0,0,-2244000000,3000000,4802000000,2561000000,2561000000,7337000000,0,7337000000,2623000000,0,-2624000000,-747064000,31251000,10423000,93000000,2577054000,-1385191000,-46527000,11875000,3996897000,473000,2026971000,-67448000,1604000000,-2956295000,1351815000,185000,-1671928000,-6000000,2039000000,0,0,186193000,2033193000,0,2388236000,2635935000,247699000,2026971000,-67448000,1959523000
2024,LMT,2024/12/31,FY,71043000000,62596000000,8447000000,1600000000,0,0,-83000000,0,1600000000,-64196000000,0,1036000000,1560000000,8816000000,7013000000,-793000000,6220000000,884000000,5336000000,0.075109441,2483000000,0,2483000000,15308000000,3474000000,584000000,21849000000,8726000000,11067000000,2015000000,13082000000,0,3557000000,8403000000,33768000000,0,55617000000,2222000000,643000000,0,9795000000,6760000000,19420000000,19627000000,0,0,10237000000,29864000000,0,0,49284000000,0,234000000,14551000000,-8452000000,0,6333000000,6333000000,55617000000,0,55617000000,0,20270000000,17787000000,5336000000,1559000000,-588000000,277000000,0,0,-478000000,-93000000,0,388000000,6972000000,-1685000000,0,0,0,-107000000,-1792000000,2802000000,0,-3700000000,-3059000000,-182000000,-4139000000,0,1041000000,2483000000,1442000000,6972000000,-1685000000,5287000000
2023,LMT,2023/12/31,FY,67571000000,57740000000,9831000000,1500000000,0,0,1528000000,0,1500000000,-59240000000,0,916000000,1430000000,10444000000,8507000000,-409000000,8098000000,1178000000,6920000000,0.102410798,1442000000,2413000000,1442000000,15315000000,3132000000,632000000,20521000000,8370000000,10799000000,2212000000,13011000000,701000000,2953000000,6900000000,31935000000,0,52456000000,2312000000,168000000,0,9190000000,5267000000,16937000000,17291000000,0,0,11393000000,28684000000,0,0,45621000000,0,240000000,15398000000,-8803000000,0,6835000000,6835000000,52456000000,0,52456000000,3114000000,17459000000,16017000000,6920000000,1430000000,-498000000,265000000,-194000000,373000000,-44000000,151000000,-674000000,-3000000,7920000000,-1691000000,0,0,0,-3000000,-1694000000,1860000000,0,-6000000000,-3056000000,-135000000,-7331000000,0,-1105000000,1442000000,2547000000,7920000000,-1691000000,6229000000
