year,ticker,date,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncome,netIncomeRatio,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,netIncome_cf,depreciationAndAmortization_cf,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory_cf,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow
2021,SBUX,2021/10/03,FY,29060600000,20669600000,8391000000,0,1932600000,0,1932600000,1586300000,3518900000,24188500000,90100000,469800000,1524100000,7350800000,4872100000,484800000,5356900000,1156600000,4199300000,0.14450149,6455700000,162200000,6617900000,940000000,1603900000,594600000,9756400000,14605500000,3677300000,349900000,4027200000,550200000,1874800000,578500000,21636200000,0,31392600000,1211600000,3501500000,348000000,1596100000,1998100000,8151400000,21354900000,6463000000,0,737800000,28555700000,0,8989300000,36707100000,0,1200000,-6315700000,147200000,846100000,-5321200000,-5314500000,31392600000,6700000,31392600000,712400000,23605100000,17149400000,4200300000,1524100000,-146200000,319100000,-501200000,-43000000,-49800000,189900000,-598300000,593000000,5989100000,-1470000000,1175000000,-432000000,488700000,-81200000,-319500000,-1681200000,246200000,0,-2119000000,-97000000,-3651000000,86200000,2104800000,6455700000,4350900000,5989100000,-1470000000,4519100000
2020,SBUX,2020/09/27,FY,23518000000,18458900000,5059100000,0,1679600000,0,1679600000,1817800000,3497400000,21956300000,39700000,437000000,1503200000,3104600000,1561700000,-397300000,1164400000,239700000,928300000,0.039471894,4350900000,281200000,4632100000,883400000,1551400000,967000000,7806400000,14375500000,3597200000,552100000,4149300000,684800000,1789900000,568600000,21568100000,0,29374500000,997900000,2937500000,98200000,1456500000,2854700000,7346800000,22321300000,6598500000,281800000,907300000,29827100000,0,8910500000,37173900000,0,1200000,-7815600000,-364600000,373900000,-7805100000,-7799400000,29374500000,5700000,29374500000,966000000,25258800000,20907900000,924700000,1503200000,-25800000,248600000,-2676400000,-2700000,-10900000,-210800000,-2452000000,1623500000,1597800000,-1483600000,0,-443900000,260400000,-44400000,-1711500000,5166500000,298800000,-1698900000,-1923500000,-129600000,1713300000,64700000,1664300000,4350900000,2686600000,1597800000,-1483600000,114200000
2024,SOFI,2024/12/31,FY,3766195000,1091336000,2674859000,551787000,600089000,796293000,1396382000,493345000,2441514000,3532850000,2807817000,1091336000,203498000,436843000,233345000,0,233345000,-265320000,498665000,0.132405518,2538293000,54815000,2593108000,28116214000,0,276931000,30986253000,287869000,1393505000,297794000,1691299000,1840874000,267220000,1177436000,5264698000,0,36250951000,106343000,1316170000,0,0,265316000,1687829000,1777131000,7474000,20164000,26233219000,28037988000,0,0,29725817000,0,109000,-1305598000,-8365000,7838988000,6525134000,6525134000,36250951000,0,36250951000,1895689000,3093301000,555008000,498665000,203498000,-286917000,246152000,-1612860000,0,0,106343000,-1719203000,-168345000,-1119807000,-154265000,0,-2190545000,993341000,-3469521000,-4820990000,-1490191000,21407000,0,-16503000,6519864000,5034577000,2000,-906218000,2709360000,3615578000,-1119807000,-154265000,-1274072000
2023,SOFI,2023/12/31,FY,2912116000,789327000,2122789000,511419000,511011000,719400000,1741688000,170840000,2423947000,3213274000,2051067000,789327000,201416000,-99742000,-301158000,0,-301158000,-416000,-300742000,-0.103272672,3085020000,54787000,3139807000,23128266000,0,112748000,26380821000,216908000,1393505000,364048000,1757553000,647148000,0,1072428000,3694037000,0,30074858000,93301000,3635444000,0,0,202259000,3931004000,1605368000,5718000,40229000,18937553000,20588868000,0,0,24519872000,320374000,97000,-1804263000,-1209000,7039987000,5554986000,5554986000,30074858000,0,30074858000,701935000,5240812000,2155792000,-300742000,201416000,-15828000,271216000,-7633174000,0,0,93301000,-7726475000,249973000,-7227139000,-111409000,-72301000,-800507000,419462000,-1325109000,-1889864000,-279310000,1145000,-15300000,-40425000,11219492000,10885602000,677000,1769276000,3615578000,1846302000,-7227139000,-111409000,-7338548000
2022,SOFI,2022/12/31,FY,1519203000,0,1519203000,405257000,501618000,617823000,1119441000,0,1910637000,1910637000,773371000,189275000,152097000,737000,-391434000,72713000,-318721000,1686000,-320407000,-0.210904665,1421907000,396769000,1818676000,127050000,0,0,1818676000,149654000,1622991000,582214000,2065146000,0,0,543027000,17345857000,0,19007675000,144575000,486000000,0,0,7488267000,8118842000,5148371000,10028000,0,145476000,5360357000,0,131441000,13479199000,320374000,93000,-1503521000,-8296000,6719826000,5528476000,5528476000,19007675000,0,19007675000,459026000,5634371000,4212464000,-320407000,151360000,-6651000,305994000,-7501930000,0,0,6365000,-7508295000,115776000,-7255858000,-93201000,58540000,-44974000,157562000,-184260000,-106333000,1341595000,0,-8983000,-40425000,7147298000,8439485000,571000,1077865000,1846302000,768437000,-7255858000,-103733000,-7359591000
2021,SOFI,2021/12/31,FY,977299000,0,977299000,276087000,498534000,426875000,925409000,0,1450250000,1450250000,355020000,102776000,101568000,-371383000,-472951000,-8226000,-481177000,2760000,-483937000,-0.495178037,494711000,194907000,689618000,85523000,0,57903000,689618000,227064000,898527000,452838000,1351365000,589334000,0,273114000,2167763000,0,9176326000,158063000,0,0,0,95505000,253568000,4171387000,2553000,0,6519000,4180459000,4478623000,129722000,4478623000,320374000,83000,-1183114000,-1471000,5561831000,4697703000,4697703000,9176326000,0,9176326000,784241000,4180459000,3685748000,-483937000,101568000,1204000,239011000,-1345314000,1399000,0,-9022000,-1337691000,137251000,-1350217000,-52261000,0,-268372000,414133000,16693000,110193000,-908378000,0,-283385000,-40426000,1917176000,684987000,46000,-554991000,768437000,1323428000,-1350217000,-52261000,-1402478000
2020,SOFI,2020/12/31,FY,565532000,0,565532000,201199000,237381000,276577000,715157000,0,916356000,916356000,363537000,185606000,69832000,-280992000,-350824000,22303000,-328521000,-104468000,-224053000,-0.396180941,872582000,0,872582000,17923000,0,0,890505000,198347000,899270000,504683000,1403953000,5483991000,0,586703000,2206769000,0,8563499000,452909000,486000000,0,0,-433092000,19817000,4571019000,0,0,1018929000,5450152000,0,139796000,5509928000,3173686000,0,-699177000,-165999,579227999,3053571000,3053571000,8563499000,0,8563499000,604469000,5057019000,4184437000,-224053000,69832000,-104504000,99870000,-397331000,1121000,0,95161000,-493613000,76850000,-479336000,-24549000,-32392000,-145000,323678000,-7643000,258949000,524898000,369840000,-40000,-40536000,-408000,853754000,-145000,633222000,1323428000,690206000,-479336000,-24549000,-503885000
2024,HOOD,2024/12/31,FY,2951000000,352000000,2599000000,818000000,455000000,272000000,727000000,0,1545000000,1897000000,0,0,77000000,1131000000,1054000000,10000000,1064000000,-347000000,1411000000,0.478143002,4332000000,6164000000,10496000000,8710000000,0,5897000000,25103000000,139000000,179000000,38000000,217000000,0,0,728000000,1084000000,0,26187000000,397000000,7463000000,0,0,10244000000,18104000000,0,0,0,111000000,111000000,0,0,18215000000,0,0,-4035000000,-1000000,12008000000,7972000000,7972000000,26187000000,0,26187000000,6164000000,7463000000,3131000000,1411000000,77000000,-369000000,304000000,-1656000000,0,0,-35000000,-1621000000,76000000,-157000000,-13000000,-6000000,-556000000,0,427000000,-148000000,0,0,-257000000,0,-88000000,-345000000,-1000000,-651000000,8695000000,9346000000,-157000000,-13000000,-170000000
2023,HOOD,2023/12/31,FY,1888000000,179000000,1709000000,805000000,1169000000,122000000,1291000000,126000000,2222000000,2401000000,0,23000000,71000000,-442000000,-513000000,-20000000,-533000000,8000000,-541000000,-0.28654661,4835000000,3607000000,8442000000,3584000000,-152000000,5056000000,31790000000,120000000,175000000,48000000,223000000,73000000,0,126000000,542000000,0,17624000000,384000000,3547000000,0,0,6906000000,10837000000,0,0,0,91000000,91000000,14708000000,0,10928000000,0,0,-5446000000,-3000000,12145000000,6696000000,6696000000,17624000000,0,17624000000,3680000000,3547000000,-1288000000,-541000000,71000000,0,871000000,595000000,0,0,134000000,461000000,185000000,1181000000,-2000000,-93000000,-759000000,292000000,-20000000,-582000000,0,0,-608000000,0,-2000000,-610000000,0,-11000000,9346000000,9357000000,1181000000,-21000000,1160000000
2022,HOOD,2022/12/31,FY,1382000000,215000000,1167000000,878000000,9240000000,103000000,1027000000,204000000,2109000000,2324000000,0,24000000,61000000,-881000000,-942000000,-85000000,-1027000000,1000000,-1028000000,-0.743849494,6339000000,1514000000,7853000000,3294000000,0,11770000000,22917000000,146000000,100000000,25000000,125000000,0,0,149000000,420000000,149000000,23337000000,185000000,1834000000,0,3683000000,14234000000,16253000000,0,16381000000,127000000,128000000,128000000,0,0,16381000000,0,0,-4905000000,6956000000,11861000000,6956000000,6956000000,23337000000,-4365000000,23337000000,1514000000,1834000000,-4505000000,-1028000000,61000000,0,654000000,-655000000,3398000000,0,-62000000,-3991000000,116000000,-852000000,-57000000,0,-25000000,42000000,-20000000,-60000000,0,0,-12000000,0,12000000,-1817000000,-1000000,-913000000,9357000000,10270000000,-852000000,-57000000,-909000000
2021,HOOD,2021/12/31,FY,1835361000,489768000,1345593000,1234000000,1370520000,327369000,1697889000,2080162000,5012051000,5501819000,0,20218000,25495000,-3640963000,-3666458000,-17974000,-3684432000,2000000,-3686432000,-2.008559624,6253000000,1834000000,8087000000,6727000000,-42130000,4469000000,19283542000,146000000,101000000,34000000,135000000,0,-24145000,205000000,486000000,0,19769000000,252000000,3651000000,0,1151000,8444000000,12347000000,0,1151000,128700000,129000000,129000000,342000,0,12476000000,0,86000,-3877000000,1000000,11169000000,7293000000,7293000000,19769000000,-2492832000,19769000000,1834000000,3651000000,-2602000000,-3686432000,25495000,78337000,1572000000,-918107000,-3325697000,2138506000,134090000,134994000,2045548000,-884773000,-83653000,-125426000,-27203000,-20471000,18873000,-237880000,0,0,-422000000,0,677421000,5203421000,-68000,4080700000,10270359000,6189659000,-884773000,-83653000,-968426000
2020,HOOD,2020/12/31,FY,958833000,474556000,484277000,215000000,487000000,185000000,696000000,-440503000,470497000,945053000,182319000,4882000,9938000,23718000,13780000,50000,13830000,6381000,2848000,0.002970277,1402629000,802483000,2205112000,3478643000,802483000,5188829000,10872584000,45834000,0,185000,185000,0,-56564000,69871000,115890000,0,10988474000,104649000,1921118000,0,5891142000,6784178000,8816045000,48000000,8864057000,48000000,2179751000,2227751000,-2179739000,48000000,8864057000,2179739000,1000,-190103000,473000,-2045432000,-55322000,-55322000,10988474000,572589000,10988474000,802483000,1921118000,518489000,7449000,9938000,-261000,24000000,1773264000,-2875754000,4716895000,67117000,-134994000,61534000,1876254000,-32330000,0,-134994000,0,134994000,-32330000,0,0,0,0,2514089000,1275883000,284000,3120091000,6189659000,3069568000,1876254000,-32330000,1843924000
2024,RBLX,2024/12/31,FY,3601979000,801162000,2800817000,1444207000,407507000,174181000,581688000,1838239000,3864134000,4665296000,179531000,39813000,226437000,-670250000,-1063317000,126817000,-936500000,4114000,-935384000,-0.259686134,711683000,1697862000,2409545000,634528000,0,636038000,3728030000,1325474000,141688000,34153000,175841000,1610215000,628232000,963675000,4075205000,-628232000,7175003000,42885000,0,54609000,3004969000,560745000,3663208000,1676422000,1567007000,0,59712000,3303141000,0,670051000,6966349000,0,62000,-3995637000,-3895000,4220916000,221446000,208654000,7175003000,-12792000,7175003000,3308077000,1805279000,1093596000,-940614000,226437000,0,1015794000,0,-110479000,0,-7527000,0,520699000,822316000,-181016000,2840000,-4642540000,3974324000,-5680000,-852072000,0,70344000,0,0,65894000,65894000,-2921000,33217000,711683000,678466000,822316000,-179646000,642670000
2023,RBLX,2023/12/31,FY,2799274000,649115000,2150159000,1253598000,390055000,146460000,536515000,1619113000,3409226000,4058341000,141818000,39391000,208142000,-910950000,-1259067000,100584000,-1158483000,454000,-1151946000,-0.411515986,678466000,1514808000,2193274000,505769000,0,576370000,3275413000,1360467000,142129000,53060000,195189000,1043399000,0,293610000,2892665000,0,6168078000,60087000,111293000,59632000,2406292000,415062000,3052366000,1651506000,1373250000,0,22330000,3047086000,0,757799000,6099452000,0,61000,-3060253000,1536000,3134946000,76290000,68626000,6168078000,-7664000,6168078000,2558207000,1762799000,1084333000,-1151946000,208142000,0,867967000,506822000,-126172000,0,-3475000,636469000,27195000,458180000,-320667000,-3859000,-4591974000,2104901000,-13500000,-2825099000,14700000,53226000,0,0,-750000,67176000,735000,-2299008000,678466000,2977474000,458180000,-334167000,124013000
2022,RBLX,2022/12/31,FY,2225052000,547658000,1677394000,873477000,297317000,117448000,414765000,1312936000,2601178000,3148836000,38842000,38642000,130083000,-761864000,-923784000,-6805000,-930589000,3552000,-924366000,-0.415435684,2977474000,0,2977474000,379353000,465309000,481777000,3838604000,1118376000,134335000,54717000,189052000,0,0,229455000,1536883000,0,5375487000,71182000,73235000,49361000,1941943000,345114000,2480835000,1483574000,1095291000,0,10752000,2589617000,0,567825000,5070452000,0,59000,-1908307000,671000,2213603000,306026000,305035000,5375487000,-991000,5375487000,0,1556809000,-1420665000,-934141000,130083000,0,589498000,513134000,-72479000,0,10302000,575311000,70722000,369296000,-427663000,-13388000,0,0,-1500000,-441051000,0,45752000,0,0,-2110000,43642000,1287000,-26826000,2977474000,3004300000,369296000,-427663000,-58367000
2021,RBLX,2021/12/31,FY,1919181000,496870000,1422311000,533207000,303020000,86363000,389383000,994819000,1917409000,2414279000,92000,6781000,75622000,-421397000,-495098000,-8702000,-503800000,-320000,-491651000,-0.256177505,3004300000,0,3004300000,307349000,406025000,438116000,3749765000,492637000,118071000,59666000,177737000,0,0,140457000,810831000,0,4560596000,64395000,51303000,43286000,1758022000,250086000,2167092000,1182339000,616834000,0,1408000,1800581000,0,245919000,3967673000,4560596000,58000,-983941000,62000,-2991958000,584817000,592923000,4560596000,8106000,4560596000,0,1182339000,-1821961000,-503480000,75622000,0,341942000,700335000,-61044000,90911000,23369000,647099000,44690000,659109000,-101129000,-45692000,0,0,-7856000,-146821000,990000000,76177000,0,0,1142410000,1598124000,-55000,2110357000,3004300000,893943000,659109000,-101129000,557980000
2020,RBLX,2020/12/31,FY,923885000,239898000,683987000,201433000,97341000,58384000,155725000,592966000,950124000,1190022000,1822000,0,43808000,-220539000,-266137000,1790000,-264347000,-6656000,-253254000,-0.274118532,893943000,0,893943000,246986000,274534000,283202000,1424131000,206415000,59568000,42326000,101894000,0,0,115360000,423669000,0,1847800000,12012000,0,19119000,1070230000,127185000,1228546000,0,484699000,-344827000,366936000,851635000,0,0,2080181000,344827000,20000,-492290000,90000,239792000.00000003,-252388000,-232381000,1847800000,20007000,1847800000,0,344827000,-549116000,-257691000,43808000,0,79158000,656036000,-156865000,72898000,4488000,735515000,3029000,524340000,-113120000,-40919000,-5991000,63000000,48042000,-97030000,0,15156000,0,0,314788000,164972000,168000,592450000,893943000,301493000,524340000,-113120000,411220000
2024,SNAP,2024/12/31,FY,5361398000,2474237000,2887161000,1691683000,919097000,1063675000,1982772000,0,3674455000,6148692000,153466000,21552000,158074000,-492600000,-787294000,115068000,-672226000,25630000,-697856000,-0.130163066,1046534000,2329745000,3376279000,1348472000,0,182006000,4906757000,1019529000,1689785000,86363000,1776148000,0,0,233914000,3029591000,0,7936348000,173197000,61097000,0,112769000,896485000,1243548000,4182799000,0,0,59240000,4242039000,0,599967000,5485587000,0,16000,-12735461000,2694000,15183512000,2450761000,2450761000,7936348000,0,7936348000,2329745000,4243896000,3197362000,-697856000,158074000,0,1041023000,-91456000,-94005000,0,-100728000,103277000,3695000,413480000,-194826000,0,-2289668000,1767510000,-100000,-717084000,-118692000,0,-311069000,0,1137000,-428624000,0,-732228000,1050234000,1782462000,413480000,-194826000,218654000
2023,SNAP,2023/12/31,FY,4606115000,2114117000,2491998000,1910862000,857423000,1122092000,1979515000,0,3890377000,6004494000,168394000,22024000,168441000,-1103958000,-1398379000,103956000,-1294423000,28062000,-1322485000,-0.287115063,1780400000,1763680000,3544080000,1278176000,0,153587000,4975843000,927188000,1691827000,146303000,1838130000,0,0,226597000,2991915000,0,7967758000,278961000,49321000,0,93706000,712130000,1134118000,4295679000,0,0,123849000,4419528000,0,595600000,5553646000,0,16000,-11726536000,7131000,14133501000,2414112000,2414112000,7967758000,0,7967758000,1763680000,4345000000,2564600000,-1322485000,168441000,0,1324004000,63131000,-98127000,0,94988000,66270000,13430000,246521000,-211727000,-50254000,-2056043000,2891757000,-2779000,570954000,0,0,-189394000,0,-269395000,-458789000,0,358686000,1782462000,1423776000,246521000,-211727000,34794000
2022,SNAP,2022/12/31,FY,4601847000,1815342000,2786505000,2109800000,953265000,1118746000,2072011000,0,4181811000,5997153000,58597000,21459000,202173000,-1177065000,-1395306000,-5391000,-1400697000,28956000,-1429653000,-0.31066939,1423121000,2516003000,3939124000,1183092000,0,134431000,5256647000,642729000,1646120000,204480000,1850600000,0,0,279562000,2772891000,0,8029538000,181774000,46485000,0,50782000,936558000,1215599000,4128791000,0,0,104450000,4233241000,0,432756000,5448840000,0,15000,-10214657000,-13974000,12809314000,2580698000,2580698000,8029538000,0,8029538000,2516003000,4175276000,2752155000,-1429653000,202173000,0,1387787000,-34992000,-119780000,0,46492000,38296000,59299000,184614000,-129306000,-67067000,-3511984000,2664207000,-18125000,-1062275000,1483500000,0,-1001052000,0,-175734000,306714000,0,-570947000,1423776000,1994723000,184614000,-129306000,55308000
2021,SNAP,2021/12/31,FY,4117048000,1750246000,2366802000,1565467000,710640000,792764000,1503404000,0,3068871000,4819117000,5199000,17676000,119141000,-337554000,-702069000,227698000,-474371000,13584000,-487955000,-0.1185206,1993809000,1699076000,3692885000,1068873000,0,92244000,4854002000,524896000,1588452000,277654000,1866106000,0,0,291302000,2682304000,0,7536306000,125282000,52396000,0,44473000,629635000,851786000,2578596000,0,0,315756000,2894352000,0,377905000,3746138000,0,16000,-8284466000,5521000,12069097000,3790168000,3790168000,7536306000,0,7536306000,1699076000,2630992000,637183000,-487955000,119141000,0,1092135000,-195881000,-332967000,0,53579000,83507000,-234560000,292880000,-69875000,-310915000,-2480143000,2953057000,-1897000,90227000,1137227000,0,0,0,-72154000,1065073000,0,1448180000,1994723000,546543000,292880000,-69875000,223005000
2020,SNAP,2020/12/31,FY,2506626000,1182505000,1324121000,1101561000,529164000,555468000,1084632000,0,2186193000,3368698000,18127000,97228000,86744000,-742213000,-862072000,-64113000,-926185000,18654000,-944839000,-0.376936567,545618000,1991922000,2537540000,744288000,0,56147000,3337975000,448437000,939259000,105929000,1045188000,0,0,192638000,1686263000,0,5024238000,71908000,41077000,38119000,27814000,488409000,667327000,1962461000,0,0,64474000,2026935000,0,328369000,2694262000,0,14000,-7891542000,21363000,10200141000,2329976000,2329976000,5024238000,0,5024238000,1991922000,2003538000,1457920000,-944839000,86744000,-6326000,770182000,-153845000,-255818000,0,20374000,81599000,80440000,-167644000,-57832000,-168850000,-3636185000,3127497000,5506000,-729864000,988582000,0,0,0,-65791000,922791000,0,25283000,546543000,521260000,-167644000,-57832000,-225476000
2024,UBER,2024/12/31,FY,43978000000,26651000000,17327000000,3109000000,3639000000,4337000000,7976000000,3443000000,14528000000,41179000000,721000000,523000000,737000000,5385000000,2799000000,1326000000,4125000000,-5758000000,9856000000,0.224112056,5893000000,1084000000,6977000000,3815000000,0,1453000000,12245000000,3110000000,8066000000,1125000000,9191000000,8618000000,6171000000,11909000000,38999000000,0,51244000000,858000000,1325000000,0,0,9293000000,11476000000,9801000000,0,9000000,7482000000,17292000000,0,1629000000,28768000000,0,0,-20726000000,-517000000,42801000000,21558000000,22476000000,51244000000,918000000,51244000000,9702000000,11126000000,5233000000,9845000000,737000000,-6027000000,1796000000,2374000000,-142000000,0,86000000,2430000000,-1588000000,7137000000,-242000000,17000000,-13054000000,10204000000,-102000000,-3177000000,-186000000,0,-1252000000,0,-649000000,-2087000000,-267000000,1606000000,8610000000,7004000000,7137000000,-242000000,6895000000
2023,UBER,2023/12/31,FY,37281000000,22457000000,14824000000,3164000000,2682000000,4356000000,7038000000,3512000000,13714000000,36171000000,484000000,633000000,823000000,1933000000,1110000000,1211000000,2321000000,213000000,1887000000,0.050615595,5485000000,727000000,5407000000,4121000000,0,1769000000,11297000000,3314000000,8151000000,1425000000,9576000000,6454000000,0,8058000000,27402000000,0,38699000000,790000000,499000000,684000000,0,7481000000,9454000000,11331000000,0,56000000,5176000000,16563000000,0,2218000000,26017000000,0,0,-30594000000,-421000000,42264000000,11249000000,12682000000,38699000000,1433000000,38699000000,7055000000,11830000000,6345000000,1887000000,823000000,26000000,1935000000,165000000,-758000000,0,64000000,859000000,-1251000000,3585000000,-223000000,721000000,-8826000000,5864000000,-762000000,-3226000000,-47000000,130000000,130000000,0,-48000000,-95000000,63000000,327000000,7004000000,6677000000,3585000000,-223000000,3362000000
2022,UBER,2022/12/31,FY,31877000000,19659000000,12218000000,2798000000,3136000000,4756000000,7892000000,3360000000,14050000000,33709000000,139000000,565000000,947000000,-7914000000,-1832000000,-7594000000,-9426000000,-181000000,-9245000000,-0.290021018,4208000000,103000000,4311000000,2779000000,680000000,2159000000,9249000000,3531000000,8263000000,1874000000,10137000000,5271000000,0,3921000000,22860000000,0,32109000000,728000000,495000000,2049000000,0,5581000000,8853000000,11222000000,1673000000,27000000,3503000000,14752000000,0,2273000000,23605000000,0,0,-32767000000,-443000000,40550000000,7340000000,8504000000,32109000000,1164000000,32109000000,5264000000,11139000000,6931000000,-9138000000,947000000,-441000000,1793000000,335000000,-542000000,0,-133000000,1010000000,7146000000,642000000,-252000000,-33000000,-1722000000,376000000,-6000000,-1637000000,-264000000,255000000,0,0,24000000,15000000,-148000000,-1128000000,6677000000,7805000000,642000000,-252000000,390000000
2021,UBER,2021/12/31,FY,17455000000,9351000000,8104000000,2054000000,2316000000,4789000000,7105000000,2779000000,11938000000,21289000000,37000000,483000000,902000000,360000000,-3834000000,2809000000,-1025000000,-492000000,-533000000,-0.030535663,4295000000,0,4295000000,2439000000,631000000,2085000000,8819000000,3241000000,8420000000,2412000000,10832000000,12606000000,0,3276000000,29955000000,0,38774000000,860000000,641000000,2563000000,5192000000,4960000000,9024000000,10963000000,2181000000,365000000,3073000000,14401000000,0,2063000000,23425000000,0,0,-23626000000,-524000000,38608000000,14458000000,15349000000,38774000000,891000000,38774000000,12606000000,11105000000,6810000000,-570000000,902000000,-692000000,1168000000,1682000000,-597000000,813000000,90000000,1376000000,-2935000000,-445000000,-298000000,-1314000000,-2095000000,2791000000,-285000000,-1201000000,924000000,675000000,0,0,1531000000,1780000000,-69000000,414000000,7805000000,7391000000,-445000000,-298000000,-743000000
2020,UBER,2020/12/31,FY,11139000000,5154000000,5985000000,2205000000,2666000000,3583000000,6249000000,2394000000,10848000000,16002000000,55000000,458000000,575000000,-5913000000,-4863000000,-2083000000,-6946000000,-192000000,-6754000000,-0.606338091,5647000000,1180000000,6827000000,1073000000,767000000,1982000000,9882000000,3088000000,6109000000,1564000000,7673000000,10131000000,0,2478000000,23370000000,0,33252000000,235000000,352000000,2014000000,6355000000,4264000000,6865000000,9344000000,1405000000,818000000,2471000000,12633000000,0,2016000000,19498000000,0,0,-23130000000,-535000000,35931000000,12266000000,13754000000,33252000000,1488000000,33252000000,11311000000,9279000000,3632000000,-6788000000,575000000,-266000000,827000000,732000000,142000000,387000000,-133000000,336000000,2175000000,-2745000000,-616000000,-1380000000,-2111000000,1360000000,-122000000,-2869000000,986000000,372000000,0,0,393000000,1379000000,-92000000,-4676000000,7391000000,12067000000,-2745000000,-616000000,-3361000000
2024,FDX,2024/05/31,FY,87693000000,68741000000,18952000000,0,-722000000,0,-722000000,14115000000,12597000000,82134000000,370000000,745000000,4287000000,10868000000,5559000000,277000000,5836000000,1505000000,4331000000,0.049388207,6501000000,0,6501000000,10087000000,614000000,1005000000,18207000000,58606000000,6423000000,0,6423000000,0,1313000000,2458000000,68800000000,0,87007000000,3189000000,4994000000,334000000,0,4838000000,13355000000,34775000000,413000000,4482000000,6813000000,46070000000,0,17516000000,59425000000,0,32000000,38649000000,-1359000000,-9740000000,27582000000,27582000000,87007000000,0,87007000000,437000000,37719000000,31218000000,4331000000,4287000000,0,163000000,-3431000000,-270000000,0,-2553000000,-608000000,2962000000,8312000000,-5176000000,0,-176000000,38000000,114000000,-5200000000,-147000000,491000000,-2500000000,-1259000000,-11000000,-3426000000,-41000000,-355000000,6501000000,6856000000,8312000000,-5176000000,3136000000
2023,FDX,2023/05/31,FY,90155000000,70989000000,19166000000,0,13393000000,435000000,13828000000,13828000000,13828000000,84817000000,198000000,401000000,4176000000,10603000000,4912000000,451000000,5363000000,1391000000,3972000000,0.044057457,6823000000,302000000,6823000000,10188000000,604000000,962000000,18577000000,58045000000,6435000000,234000000,6435000000,-4489000000,4489000000,4053000000,68533000000,0,87110000000,3848000000,4906000000,305000000,0,4527000000,13553000000,35091000000,6469000000,4489000000,7889000000,47469000000,0,17753000000,61022000000,0,32000000,35259000000,-1327000000,-7876000000,26088000000,26088000000,87110000000,0,87110000000,-4489000000,38332000000,31509000000,3972000000,4176000000,-182000000,182000000,-3173000000,782000000,0,-3331000000,-624000000,3840000000,8815000000,-6174000000,84000000,-84000000,-84000000,84000000,-6174000000,-152000000,231000000,-1500000000,-1177000000,1000000,-2597000000,-118000000,-74000000,6823000000,6897000000,8815000000,-6174000000,2641000000
2022,FDX,2022/05/31,FY,93512000000,73345000000,20167000000,0,13174000000,470000000,13644000000,13644000000,13644000000,86989000000,53000000,689000000,3970000000,9767000000,6245000000,-1349000000,4896000000,1070000000,3826000000,0.040914535,6897000000,0,6897000000,11863000000,637000000,968000000,20365000000,54704000000,6544000000,301000000,6544000000,0,4093000000,288000000,65629000000,0,85994000000,4030000000,5000000000,532000000,4093000000,4712000000,14274000000,34669000000,0,4093000000,8019000000,46781000000,0,17398000000,61055000000,0,32000000,32782000000,-1103000000,-6772000000,24939000000,24939000000,85994000000,0,85994000000,0,37194000000,30297000000,3826000000,3970000000,2931000000,190000000,-3119000000,-310000000,0,-1861000000,-948000000,2034000000,9832000000,-6763000000,94000000,-147000000,-94000000,94000000,-6816000000,-161000000,184000000,-2248000000,-793000000,-1000000,-3019000000,-187000000,-190000000,6897000000,7087000000,9832000000,-6763000000,3069000000
